ms,type,egtC,dEgtCps,rpm,fRpm,rRpm,pumpUs,starterUs,ign,valve1,valve2,event
4352,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"BOOT SD_LOG_READY"
8393,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"EV:A05_ALL_OFF"
8395,DATA,36.5,0.0, 0, 0,38400,1000,1000,0,0,0,""
8894,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
9394,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
9894,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
10394,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
10894,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
11394,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
11894,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
12394,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
12894,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
13394,DATA,36.2,-2.1, 0, 0, 0,1000,1000,0,0,0,""
13894,DATA,36.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
14394,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
14894,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
15394,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
15894,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
16394,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
16894,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
17394,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
17894,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
18394,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
18894,DATA,36.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
