ms,type,mode,stage,egtC,dEgtCps,rpm,targetRpm,pumpUs,flowMlMin,fuelTargetUs,starterUs,ign,valve1,valve2,throttlePct,abortReason,event
3117,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT SD_LOG_READY"
3117,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT Test ECU V1 WebUI/TestWizard"
3222,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","WEB ON ECU_TestV1 http://192.168.4.1"
17824,EVENT,WAITING,NONE,31.5,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
33477,EVENT,WAITING,NONE,31.2,-1.7, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
36381,DATA,WAITING,NONE,31.2,-1.9, 0,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
36304,EVENT,WAITING,NONE,31.2,-1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
36341,EVENT,WAITING,NONE,31.2,-1.9, 0,0,1000,0.0,1000,1200,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
36881,DATA,WAITING,NONE,30.3,0.0, 0,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
37381,DATA,WAITING,NONE,30.5,3.8,750,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
37901,DATA,WAITING,NONE,31.2,5.9,750,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
38421,DATA,WAITING,NONE,30.3,0.0,1500,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
38941,DATA,WAITING,NONE,30.3,0.0,1500,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
39381,EVENT,WAITING,NONE,30.3,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM= 0 RNOISE=REST_NOISE"
44984,EVENT,WAITING,NONE,31.2,-1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
95624,EVENT,WAITING,NONE,31.5,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
98624,EVENT,WAITING,NONE,31.5,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
