ms,type,egtC,dEgtCps,rpm,fRpm,rRpm,pumpUs,starterUs,ign,valve1,valve2,event
4261,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"BOOT SD_LOG_READY"
8302,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"EV:A05_ALL_OFF"
8303,DATA,29.8,0.0, 0, 0,23400,1000,1000,0,0,0,""
8803,DATA,29.8,0.0, 0, 0, 0,1000,1000,0,0,0,""
9303,DATA,29.8,0.0, 0, 0,10799,1000,1000,0,0,0,""
9803,DATA,29.8,0.0, 0, 0, 0,1000,1000,0,0,0,""
10303,DATA,29.8,0.0, 0, 0, 0,1000,1000,0,0,0,""
10803,DATA,29.8,0.0, 0, 0, 0,1000,1000,0,0,0,""
11303,DATA,29.8,0.0, 0, 0, 0,1000,1000,0,0,0,""
11803,DATA,29.8,0.0, 0, 0, 0,1000,1000,0,0,0,""
12303,DATA,29.8,0.0, 0, 0, 0,1000,1000,0,0,0,""
12803,DATA,29.8,-2.1, 0, 0, 0,1000,1000,0,0,0,""
13303,DATA,30.0,2.1, 0, 0,1200,1000,1000,0,0,0,""
13803,DATA,29.8,0.0, 0, 0, 0,1000,1000,0,0,0,""
14303,DATA,30.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
14803,DATA,29.8,0.0, 0, 0, 0,1000,1000,0,0,0,""
15303,DATA,29.8,-2.1, 0, 0, 0,1000,1000,0,0,0,""
