ms,type,mode,stage,egtC,dEgtCps,rpm,targetRpm,pumpUs,flowMlMin,fuelTargetUs,starterUs,ign,valve1,valve2,throttlePct,abortReason,event
2004,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT SD_LOG_READY"
2151,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT Test ECU V1 WebUI/TestWizard"
2355,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","WEB ON ECU_TestV1 http://192.168.4.1"
34745,EVENT,WAITING,NONE,33.0,1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
34845,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
34897,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
34951,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1020,0,0,0,0,"NONE",""
35461,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1196,0,0,0,0,"NONE",""
35961,DATA,WAITING,NONE,29.0,1.9,250,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
36481,DATA,WAITING,NONE,33.0,26.4,307,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
37001,DATA,WAITING,NONE,29.8,0.0,250,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
37521,DATA,WAITING,NONE,29.8,-18.8,750,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
38041,DATA,WAITING,NONE,29.8,0.0,500,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
38462,EVENT,WAITING,NONE,30.0,-1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM= 0 RNOISE=REST_NOISE"
69475,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
74495,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
74553,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
74603,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1018,0,0,0,0,"NONE",""
75121,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1193,0,0,0,0,"NONE",""
75641,DATA,WAITING,NONE,29.5,3.8,250,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
76141,DATA,WAITING,NONE,29.5,-23.8,500,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
76641,DATA,WAITING,NONE,29.5,0.0,312,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
77141,DATA,WAITING,NONE,29.8,2.1,300,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
77661,DATA,WAITING,NONE,33.0,22.9,375,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
78122,EVENT,WAITING,NONE,29.8,-2.1, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM= 0 RNOISE=REST_NOISE"
85563,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
86963,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
87015,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
87072,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1020,0,0,0,0,"NONE",""
87601,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1204,0,0,0,0,"NONE",""
88101,DATA,WAITING,NONE,29.8,0.0,300,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
88621,DATA,WAITING,NONE,30.3,-22.9,375,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
89121,DATA,WAITING,NONE,30.0,-1.9,375,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
89641,DATA,WAITING,NONE,30.3,0.0,300,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
90141,DATA,WAITING,NONE,31.5,10.2,375,0,1000,0.0,1000,1220,0,0,0,0,"NONE",""
90562,EVENT,WAITING,NONE,30.3,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM= 0 RNOISE=REST_NOISE"
111042,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
112683,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
112734,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
112791,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1023,0,0,0,0,"NONE",""
113321,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1227,0,0,0,0,"NONE",""
113841,DATA,WAITING,NONE,29.5,-4.2,144928,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
114361,DATA,WAITING,NONE,29.5,-26.3,214,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
114881,DATA,WAITING,NONE,31.8,15.0,402,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
115381,DATA,WAITING,NONE,30.3,-1.7,375,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
115881,DATA,WAITING,NONE,30.0,-2.1,300,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
116261,EVENT,WAITING,NONE,33.0,0.0,333,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM=333 RNOISE=CLEAN"
269623,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
271703,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
271754,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
271805,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1021,0,0,0,0,"NONE",""
272341,DATA,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1227,0,0,0,0,"NONE",""
272861,DATA,WAITING,NONE,30.0,0.0,214,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
273381,DATA,WAITING,NONE,30.0,-22.6,244,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
273901,DATA,WAITING,NONE,30.3,-1.9,404,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
274421,DATA,WAITING,NONE,30.0,-1.7,375,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
274921,DATA,WAITING,NONE,33.0,20.8,375,0,1000,0.0,1000,1250,0,0,0,0,"NONE",""
275301,EVENT,WAITING,NONE,30.0,-2.1,750,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER PASS - RPM=750 RNOISE=WARN"
342585,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
344905,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START PUMP_PRIME"
344968,EVENT,WAITING,NONE,33.0,0.0, 0,0,1200,141.7,1200,1000,0,1,1,0,"NONE","TEST PUMP_PRIME RUNNING - Running"
345023,DATA,WAITING,NONE,32.7,-1.5, 0,0,1200,141.7,1200,1000,0,1,1,0,"NONE",""
345561,DATA,WAITING,NONE,32.5,0.0, 0,0,1200,141.7,1200,1000,0,1,1,0,"NONE",""
346061,DATA,WAITING,NONE,32.5,0.0, 0,0,1200,141.7,1200,1000,0,1,1,0,"NONE",""
346581,DATA,WAITING,NONE,32.5,0.0, 0,0,1200,141.7,1200,1000,0,1,1,0,"NONE",""
347022,EVENT,WAITING,NONE,32.5,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST PUMP_PRIME PASS - Pump prime completed at 1200us/2000ms"
357437,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
358765,EVENT,WAITING,NONE,33.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START VALVE_1"
