ms,type,egtC,dEgtCps,rpm,fRpm,rRpm,pumpUs,starterUs,ign,valve1,valve2,event
4378,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"BOOT SD_LOG_READY"
8419,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"EV:A05_ALL_OFF"
8531,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"CONFIG_LOADED"
8646,DATA,36.0,0.0, 0, 0,19200,1000,1000,0,0,0,""
9146,DATA,35.7,0.0, 0, 0,4200,1000,1000,0,0,0,""
9646,DATA,35.7,0.0, 0, 0,3600,1000,1000,0,0,0,""
10146,DATA,35.7,0.0, 0, 0,1800,1000,1000,0,0,0,""
10646,DATA,35.7,0.0, 0, 0,3000,1000,1000,0,0,0,""
11146,DATA,35.7,0.0, 0, 0,1800,1000,1000,0,0,0,""
11646,DATA,35.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
12146,DATA,35.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
12646,DATA,35.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
13146,DATA,35.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
13646,DATA,35.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
14146,DATA,35.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
14646,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
15146,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
15646,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
16146,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
16646,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
17146,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
17646,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
18146,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
18646,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
19146,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
19646,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
20146,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
20646,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
21146,DATA,35.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
21646,DATA,35.2,-2.1, 0, 0, 0,1000,1000,0,0,0,""
22146,DATA,35.2,-2.1, 0, 0, 0,1000,1000,0,0,0,""
22646,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
23146,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
23646,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
24146,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
24646,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
25146,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
25646,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
26146,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
26646,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
27146,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
27646,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
28146,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
28646,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
29146,DATA,35.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
29646,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
30146,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
30646,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
31146,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
31646,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
32146,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
32646,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
33146,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
33646,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
34146,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
34646,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
35146,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
35646,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
36146,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
36646,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
37146,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
37646,DATA,34.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
38146,DATA,35.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
38646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
39146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
39646,DATA,34.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
40146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
40646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
41146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
41646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
42146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
42646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
43146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
43646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
44146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
44646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
45146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
45646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
46146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
46646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
47146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
47646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
48146,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
48646,DATA,34.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
49146,DATA,34.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
49646,DATA,34.7,0.0, 0, 0,11399,1000,1000,0,0,0,""
50146,DATA,34.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
50646,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
51146,DATA,34.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
51646,DATA,34.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
52146,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
52646,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
53146,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
53646,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
54146,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
54646,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
55146,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
55646,DATA,34.5,0.0, 0, 0,3000,1000,1000,0,0,0,""
56146,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
56646,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
57146,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
57646,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
58146,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
58646,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
59146,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
59646,DATA,34.5,2.1, 0, 0, 0,1000,1000,0,0,0,""
60146,DATA,34.5,2.1, 0, 0, 0,1000,1000,0,0,0,""
60646,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
61146,DATA,34.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
61646,DATA,34.2,-2.1, 0, 0, 0,1000,1000,0,0,0,""
62146,DATA,34.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
62646,DATA,34.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
63146,DATA,34.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
63646,DATA,34.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
64146,DATA,34.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
64646,DATA,34.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
65146,DATA,34.2,0.0, 0, 0, 0,1000,1000,0,0,0,""
