ms,type,mode,stage,egtC,dEgtCps,rpm,targetRpm,pumpUs,flowMlMin,fuelTargetUs,starterUs,ign,valve1,valve2,throttlePct,abortReason,event
2086,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT SD_LOG_READY"
2147,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT Test ECU V1 WebUI/TestWizard"
2299,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","WEB ON ECU_TestV1 http://192.168.4.1"
65586,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
65686,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
65826,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
65889,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
65954,DATA,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1260,0,0,0,0,"NONE",""
66462,DATA,WAITING,NONE,21.8,-9.9,1500,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
66527,EVENT,WAITING,NONE,21.8,-9.9,1500,0,1000,0.0,1000,1230,0,0,0,0,"NONE","ARMED 10s"
66982,DATA,WAITING,NONE,21.8,-3.8,1543,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
67482,DATA,WAITING,NONE,23.5,0.0,17809,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
67982,DATA,WAITING,NONE,23.7,-1.9,1500,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
68482,DATA,WAITING,NONE,23.3,0.0,1500,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
