ms,type,egtC,dEgtCps,rpm,fRpm,rRpm,pumpUs,starterUs,ign,valve1,valve2,event
5480,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"BOOT SD_LOG_READY"
9521,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"EV:A05_ALL_OFF"
9523,DATA,46.0,0.0, 0, 0,719400,1000,1000,0,0,0,""
10023,DATA,46.0,0.0, 0, 0,2400,1000,1000,0,0,0,""
10523,DATA,46.0,-2.1, 0, 0,4800,1000,1000,0,0,0,""
11023,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
11523,DATA,46.0,0.0, 0, 0,6000,1000,1000,0,0,0,""
12023,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
12523,DATA,46.0,0.0, 0, 0,5401,1000,1000,0,0,0,""
13023,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
13523,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
14023,DATA,46.0,0.0, 0, 0,3000,1000,1000,0,0,0,""
14523,DATA,46.0,0.0, 0, 0,7201,1000,1000,0,0,0,""
15023,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
15523,DATA,46.0,0.0, 0, 0,3000,1000,1000,0,0,0,""
16023,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
16523,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
17023,DATA,46.0,0.0, 0, 0,3000,1000,1000,0,0,0,""
17523,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
18023,DATA,46.0,0.0, 0, 0,5999,1000,1000,0,0,0,""
18523,DATA,46.0,0.0, 0, 0,4200,1000,1000,0,0,0,""
19023,DATA,46.0,0.0, 0, 0,5400,1000,1000,0,0,0,""
19523,DATA,46.0,0.0, 0, 0,4800,1000,1000,0,0,0,""
20023,DATA,46.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
20523,DATA,46.0,0.0, 0, 0,4200,1000,1000,0,0,0,""
21023,DATA,46.0,0.0, 0, 0,4201,1000,1000,0,0,0,""
21523,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
22023,DATA,46.0,0.0, 0, 0,3000,1000,1000,0,0,0,""
22523,DATA,46.0,0.0, 0, 0,4799,1000,1000,0,0,0,""
23023,DATA,46.0,0.0, 0, 0,1800,1000,1000,0,0,0,""
23523,DATA,46.0,0.0, 0, 0,4200,1000,1000,0,0,0,""
24023,DATA,46.0,0.0, 0, 0,5400,1000,1000,0,0,0,""
24523,DATA,46.0,0.0, 0, 0,1800,1000,1000,0,0,0,""
25023,DATA,46.0,0.0, 0, 0,4200,1000,1000,0,0,0,""
25523,DATA,45.8,-2.1, 0, 0,4200,1000,1000,0,0,0,""
26023,DATA,46.0,0.0, 0, 0,5400,1000,1000,0,0,0,""
26523,DATA,46.0,0.0, 0, 0,3600,1000,1000,0,0,0,""
27023,DATA,45.8,-2.1, 0, 0,1800,1000,1000,0,0,0,""
27523,DATA,45.8,-2.1, 0, 0,1800,1000,1000,0,0,0,""
28023,DATA,46.0,2.1, 0, 0,1800,1000,1000,0,0,0,""
28523,DATA,46.0,0.0, 0, 0,4200,1000,1000,0,0,0,""
29023,DATA,46.0,0.0, 0, 0,2400,1000,1000,0,0,0,""
29523,DATA,46.0,2.1, 0, 0,3000,1000,1000,0,0,0,""
30023,DATA,46.0,2.1, 0, 0,2400,1000,1000,0,0,0,""
30523,DATA,46.0,0.0, 0, 0,3000,1000,1000,0,0,0,""
31023,DATA,45.8,0.0, 0, 0,3600,1000,1000,0,0,0,""
31523,DATA,46.0,2.1, 0, 0,4200,1000,1000,0,0,0,""
32023,DATA,45.8,0.0, 0, 0,1800,1000,1000,0,0,0,""
32523,DATA,45.8,0.0, 0, 0,600,1000,1000,0,0,0,""
33023,DATA,45.8,0.0, 0, 0,1800,1000,1000,0,0,0,""
33523,DATA,45.8,0.0, 0, 0,2400,1000,1000,0,0,0,""
34023,DATA,45.8,0.0, 0, 0,3600,1000,1000,0,0,0,""
34523,DATA,45.8,0.0, 0, 0,3600,1000,1000,0,0,0,""
35023,DATA,45.8,0.0, 0, 0,2400,1000,1000,0,0,0,""
35523,DATA,45.8,0.0, 0, 0,3000,1000,1000,0,0,0,""
36023,DATA,45.8,0.0, 0, 0,35400,1000,1000,0,0,0,""
36523,DATA,45.8,0.0, 0, 0,6600,1000,1000,0,0,0,""
37023,DATA,45.8,0.0, 0, 0,3000,1000,1000,0,0,0,""
37523,DATA,45.8,0.0, 0, 0,6000,1000,1000,0,0,0,""
