ms,type,egtC,dEgtCps,rpm,fRpm,rRpm,pumpUs,starterUs,ign,valve1,valve2,event
3844,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"BOOT SD_LOG_READY"
7885,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"EV:A05_ALL_OFF"
7979,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"CONFIG_LOADED"
8095,DATA,37.0,0.0, 0, 0, 0,1000,1000,0,0,0,""
8595,DATA,37.0,2.1, 0, 0, 0,1000,1000,0,0,0,""
9095,DATA,36.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
9595,DATA,37.0,2.1, 0, 0, 0,1000,1000,0,0,0,""
10095,DATA,36.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
10595,DATA,36.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
11095,DATA,36.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
11595,DATA,36.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
11729,EVENT,36.7,2.1, 0, 0, 0,1000,1000,0,0,0,"STARTER 1200"
12125,DATA,35.5,-2.1,500,500,1000,1000,1100,0,0,0,""
12645,DATA,35.7,2.1,590,522,500,1000,1186,0,0,0,""
13145,DATA,36.0,0.0,665,581,600,1000,1200,0,0,0,""
13645,DATA,36.0,0.0,802,655,1800,1000,1200,0,0,0,""
14145,DATA,36.0,0.0,849,743,1800,1000,1200,0,0,0,""
14645,DATA,36.0,0.0,896,805,2400,1000,1200,0,0,0,""
15145,DATA,35.7,0.0,1000,878,2400,1000,1200,0,0,0,""
15645,DATA,35.7,2.1,1146,980,5400,1000,1200,0,0,0,""
16145,DATA,35.5,0.0,1313,1109,3600,1000,1200,0,0,0,""
16645,DATA,35.5,0.0,1488,1259,3000,1000,1200,0,0,0,""
17145,DATA,35.2,0.0,1666,1422,4799,1000,1200,0,0,0,""
17645,DATA,35.5,2.1,1845,1592,4800,1000,1200,0,0,0,""
18145,DATA,35.5,0.0,2025,1767,3600,1000,1200,0,0,0,""
18645,DATA,35.5,0.0,2205,1944,5400,1000,1200,0,0,0,""
19145,DATA,35.5,0.0,2458,2132,4200,1000,1200,0,0,0,""
19645,DATA,35.5,0.0,3079,2463,4800,1000,1200,0,0,0,""
20145,DATA,35.2,-2.1,3566,2916,4800,1000,1200,0,0,0,""
20645,DATA,35.5,0.0,3779,3295,5400,1000,1200,0,0,0,""
20860,EVENT,35.2,0.0,3823,3412,4201,1000,1200,0,0,0,"STARTER 1220"
21145,DATA,35.5,2.1,3825,3548,2999,1000,1208,0,0,0,""
21645,DATA,35.2,0.0,3070,3464,4200,1000,1217,0,0,0,""
22145,DATA,35.5,0.0,2436,3067,4200,1000,1220,0,0,0,""
22645,DATA,35.5,2.1,2169,2678,4200,1000,1220,0,0,0,""
23145,DATA,35.2,0.0,2079,2406,4800,1000,1220,0,0,0,""
23531,EVENT,35.2,0.0,2060,2269,5400,1000,1220,0,0,0,"STARTER 1240"
23665,DATA,35.2,0.0,2058,2244,4773,1000,1224,0,0,0,""
24165,DATA,35.2,0.0,2015,2167,4224,1000,1235,0,0,0,""
24665,DATA,35.5,2.1,1974,2073,4800,1000,1240,0,0,0,""
25165,DATA,35.2,0.0,2027,2042,4801,1000,1240,0,0,0,""
25593,EVENT,35.2,0.0,2101,2064,4200,1000,1240,0,0,0,"STARTER 1260"
25665,DATA,35.2,0.0,2101,2064,4200,1000,1242,0,0,0,""
26165,DATA,35.2,0.0,2070,2069,3621,1000,1254,0,0,0,""
26665,DATA,35.5,0.0,2096,2082,4799,1000,1260,0,0,0,""
27165,DATA,35.2,0.0,2072,2081,5399,1000,1260,0,0,0,""
27515,EVENT,35.2,0.0,2060,2076,6000,1000,1260,0,0,0,"STARTER 1280"
27685,DATA,35.2,0.0,2072,2074,3580,1000,1265,0,0,0,""
28185,DATA,35.2,0.0,2072,2074,5400,1000,1276,0,0,0,""
28685,DATA,35.2,0.0,2033,2062,5400,1000,1280,0,0,0,""
29185,DATA,35.2,-2.1,1997,2036,5401,1000,1280,0,0,0,""
29499,EVENT,35.5,2.1,1986,2021,6600,1000,1280,0,0,0,"STARTER 1300"
29705,DATA,35.2,0.0,2017,2021,4773,1000,1286,0,0,0,""
30205,DATA,35.2,0.0,2063,2038,7800,1000,1296,0,0,0,""
30705,DATA,35.2,0.0,2183,2063,4800,1000,1300,0,0,0,""
31205,DATA,35.2,0.0,3037,2386,4800,1000,1300,0,0,0,""
31705,DATA,35.2,0.0,3534,2860,6600,1000,1300,0,0,0,""
32205,DATA,35.2,0.0,3744,3250,6600,1000,1300,0,0,0,""
32318,EVENT,35.2,0.0,3766,3312,4800,1000,1300,0,1,0,"VALVE1 ON"
32705,DATA,35.2,0.0,3825,3510,4200,1000,1300,0,1,0,""
33205,DATA,35.2,0.0,3868,3673,7801,1000,1300,0,1,0,""
33670,EVENT,35.2,0.0,3890,3772,5400,1000,1300,0,1,1,"VALVE2 ON"
33705,DATA,35.2,0.0,3890,3772,5400,1000,1300,0,1,1,""
34205,DATA,35.2,0.0,3911,3834,5400,1000,1300,0,1,1,""
34705,DATA,35.2,0.0,3928,3876,7200,1000,1300,0,1,1,""
35007,EVENT,35.2,0.0,3932,3893,5400,1000,1300,1,1,1,"IGN ON"
35205,DATA,34.7,0.0,3933,3902,4801,1000,1300,1,1,1,""
35705,DATA,35.0,2.1,3944,3920,4200,1000,1300,1,1,1,""
36134,EVENT,35.0,0.0,3968,3939,3600,1000,1300,1,1,1,"PUMP 1045"
36205,DATA,35.0,0.0,3968,3939,3600,1000,1300,1,1,1,""
36705,DATA,34.7,-1.6,3921,3951,1999,1013,1300,1,1,1,""
37225,DATA,35.0,0.0,3586,3857,1500,1035,1300,1,1,1,""
37725,DATA,35.0,0.0,3280,3628,9600,1045,1300,1,1,1,""
37950,EVENT,35.0,0.0,3180,3530,5400,1045,1300,1,1,1,"PUMP 1050"
38225,DATA,35.0,0.0,3373,3457,9000,1045,1300,1,1,1,""
38725,DATA,34.7,0.0,3743,3537,9599,1048,1300,1,1,1,""
