ms,type,egtC,dEgtCps,rpm,fRpm,rRpm,pumpUs,starterUs,ign,valve1,valve2,event
5274,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"BOOT SD_LOG_READY"
9315,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"EV:A05_ALL_OFF"
9429,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"CONFIG_LOADED"
9544,DATA,32.7,0.0, 0, 0,600,1000,1000,0,0,0,""
10044,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
10544,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
11044,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
11544,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
12044,DATA,32.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
12544,DATA,32.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
13044,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
13544,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
14044,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
14544,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
15044,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
15544,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
16044,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
16544,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
17044,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
17544,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
17885,EVENT,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,"STARTER 1200"
18075,DATA,32.7,0.0,300,300, 0,1000,1047,0,0,0,""
18595,DATA,32.7,12.5,2269,1731, 0,1000,1158,0,0,0,""
19095,DATA,31.2,6.2,3694,3370, 0,1000,1200,0,0,0,""
19595,DATA,31.2,-6.2,4707,4503, 0,1000,1200,0,0,0,""
20095,DATA,31.2,0.0,4815,4741,1800,1000,1200,0,0,0,""
20595,DATA,31.5,0.0,3489,3895,3000,1000,1200,0,0,0,""
21095,DATA,31.5,0.0,2978,2899,3600,1000,1200,0,0,0,""
21595,DATA,31.8,0.0,3659,3534,4200,1000,1200,0,0,0,""
22095,DATA,32.0,2.1,3841,3804,3600,1000,1200,0,0,0,""
22595,DATA,31.8,0.0,3875,3868,4200,1000,1200,0,0,0,""
23095,DATA,31.8,-2.1,3884,3882,3600,1000,1200,0,0,0,""
23595,DATA,31.8,-2.1,3890,3889,4200,1000,1200,0,0,0,""
24095,DATA,31.8,0.0,3884,3886,4200,1000,1200,0,0,0,""
24595,DATA,31.5,-2.1,3878,3879,3600,1000,1200,0,0,0,""
25095,DATA,31.8,0.0,3882,3881,4200,1000,1200,0,0,0,""
25595,DATA,31.8,0.0,3887,3886,3600,1000,1200,0,0,0,""
25817,EVENT,31.8,0.0,3890,3888,3602,1000,1200,0,0,0,"STARTER 1220"
25938,EVENT,31.8,0.0,3890,3890,3600,1000,1204,0,0,0,"STARTER 1240"
26095,DATA,31.8,0.0,3801,3850,2242,1000,1211,0,0,0,""
26176,EVENT,31.5,-2.1,3801,3850,2242,1000,1215,0,0,0,"STARTER 1260"
26615,DATA,31.5,0.0,3203,3315,1500,1000,1240,0,0,0,""
27016,EVENT,31.5,0.0,3394,3250,1500,1000,1255,0,0,0,"STARTER 1280"
27135,DATA,31.8,2.0,3558,3388,1481,1000,1258,0,0,0,""
27216,EVENT,31.5,-1.5,3888,3613,2018,1000,1262,0,0,0,"STARTER 1300"
27655,DATA,31.2,-2.1,4243,4070,1500,1000,1283,0,0,0,""
28175,DATA,31.2,2.1,4511,4457,1500,1000,1299,0,0,0,""
28675,DATA,31.5,2.1,5023,4924,5401,1000,1300,0,0,0,""
29175,DATA,31.2,0.0,5570,5467,5400,1000,1300,0,0,0,""
29675,DATA,31.2,2.1,5703,5677,6000,1000,1300,0,0,0,""
30175,DATA,31.0,-2.1,5729,5723,6000,1000,1300,0,0,0,""
30675,DATA,31.2,0.0,5732,5732,6000,1000,1300,0,0,0,""
31175,DATA,31.2,0.0,5730,5730,5400,1000,1300,0,0,0,""
31188,EVENT,31.2,0.0,5730,5730,5400,1000,1300,1,0,0,"IGN ON"
31675,DATA,30.8,0.0,5711,5719,5400,1000,1300,1,0,0,""
32175,DATA,31.0,0.0,5673,5681,5400,1000,1300,1,0,0,""
32675,DATA,31.0,-2.1,5665,5666,6000,1000,1300,1,0,0,""
33175,DATA,31.2,0.0,5673,5671,5400,1000,1300,1,0,0,""
33203,EVENT,31.2,0.0,5673,5671,5400,1000,1300,1,1,0,"VALVE1 ON"
33675,DATA,31.2,0.0,5677,5677,5400,1000,1300,1,1,0,""
34175,DATA,31.0,-2.1,5680,5679,6000,1000,1300,1,1,0,""
34586,EVENT,31.2,0.0,5686,5684,6000,1000,1300,1,1,0,"PUMP 1045"
34675,DATA,31.0,-2.1,5688,5686,5399,1000,1300,1,1,0,""
35195,DATA,31.2,1.6,5689,5689,3093,1015,1300,1,1,0,""
35715,DATA,31.2,-2.1,4553,4825,1500,1037,1300,1,1,0,""
36215,DATA,31.2,2.1,4766,4638,6000,1045,1300,1,1,0,""
36715,DATA,31.5,2.1,5529,5395,5400,1045,1300,1,1,0,""
37215,DATA,31.8,2.1,5681,5650,6000,1045,1300,1,1,0,""
37715,DATA,33.2,0.0,5709,5703,6000,1045,1300,1,1,0,""
38215,DATA,35.0,4.2,5716,5714,5400,1045,1300,1,1,0,""
38715,DATA,36.7,6.2,5728,5726,5999,1045,1300,1,1,0,""
39215,DATA,38.2,2.1,5731,5731,6001,1045,1300,1,1,0,""
39715,DATA,39.7,4.2,5732,5732,6000,1045,1300,1,1,0,""
40215,DATA,41.2,2.1,5733,5733,5400,1045,1300,1,1,0,""
40715,DATA,42.7,0.0,5731,5732,5400,1045,1300,1,1,0,""
41081,EVENT,44.2,2.1,5732,5732,6000,1045,1300,1,1,0,"PUMP 1050"
41215,DATA,44.7,4.2,5731,5731,6001,1045,1300,1,1,0,""
41715,DATA,46.0,2.1,5729,5730,6000,1047,1300,1,1,0,""
42215,DATA,47.7,4.2,5732,5730,5400,1049,1300,1,1,0,""
42715,DATA,49.5,2.1,5742,5739,5400,1050,1300,1,1,0,""
43215,DATA,51.7,6.2,5750,5749,5400,1050,1300,1,1,0,""
43715,DATA,53.7,2.1,5757,5755,5400,1050,1300,1,1,0,""
44215,DATA,57.2,4.2,5772,5767,5401,1050,1300,1,1,0,""
44715,DATA,60.8,10.4,5779,5778,5400,1050,1300,1,1,0,""
45215,DATA,64.0,8.3,5790,5787,6000,1050,1300,1,1,0,""
45715,DATA,68.0,8.3,5804,5801,6000,1050,1300,1,1,0,""
46215,DATA,71.5,10.4,5808,5808,6000,1050,1300,1,1,0,""
46715,DATA,74.7,8.3,5809,5809,5999,1050,1300,1,1,0,""
47215,DATA,78.5,8.3,5810,5810,5400,1050,1300,1,1,0,""
47715,DATA,81.2,8.3,5806,5807,6000,1050,1300,1,1,0,""
48215,DATA,83.7,2.1,5811,5809,6000,1050,1300,1,1,0,""
48715,DATA,86.7,6.2,5805,5807,6000,1050,1300,1,1,0,""
49215,DATA,89.2,4.2,5801,5801,6000,1050,1300,1,1,0,""
49715,DATA,91.7,6.2,5809,5807,5400,1050,1300,1,1,0,""
50215,DATA,94.8,6.2,5808,5808,6000,1050,1300,1,1,0,""
50715,DATA,96.7,2.1,5802,5804,6000,1050,1300,1,1,0,""
51215,DATA,99.0,4.2,5801,5801,5400,1050,1300,1,1,0,""
51715,DATA,101.0,2.1,5798,5799,6000,1050,1300,1,1,0,""
52215,DATA,103.0,4.2,5791,5792,6000,1050,1300,1,1,0,""
52715,DATA,105.0,4.2,5788,5789,5400,1050,1300,1,1,0,""
53215,DATA,107.0,6.2,5788,5788,5400,1050,1300,1,1,0,""
53715,DATA,109.0,4.2,5788,5788,6000,1050,1300,1,1,0,""
54215,DATA,110.7,2.1,5783,5784,5999,1050,1300,1,1,0,""
54715,DATA,112.5,4.2,5781,5780,6000,1050,1300,1,1,0,""
55215,DATA,114.3,4.2,5793,5791,5400,1050,1300,1,1,0,""
55715,DATA,115.7,2.1,5791,5792,5400,1050,1300,1,1,0,""
