ms,type,egtC,dEgtCps,rpm,fRpm,rRpm,pumpUs,starterUs,ign,valve1,valve2,event
6002,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"BOOT SD_LOG_READY"
10043,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"EV:A05_ALL_OFF"
10045,DATA,32.7,0.0, 0, 0,3600,1000,1000,0,0,0,""
10545,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
11045,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
11545,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
12045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
12545,DATA,32.5,0.0, 0, 0,600,1000,1000,0,0,0,""
13045,DATA,32.5,0.0, 0, 0,600,1000,1000,0,0,0,""
13545,DATA,32.5,0.0, 0, 0,9600,1000,1000,0,0,0,""
14045,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
14545,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
15045,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
15545,DATA,32.5,-2.1, 0, 0,600,1000,1000,0,0,0,""
16045,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
16545,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
17045,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
17545,DATA,32.5,-2.1, 0, 0,36000,1000,1000,0,0,0,""
18045,DATA,32.7,2.1, 0, 0,26401,1000,1000,0,0,0,""
18545,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
19045,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
19545,DATA,32.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
20045,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
20545,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
21045,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
21545,DATA,32.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
22045,DATA,32.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
22545,DATA,32.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
23045,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
23545,DATA,32.5,0.0, 0, 0, 0,1000,1000,0,0,0,""
24045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
24545,DATA,32.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
25045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
25545,DATA,32.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
26045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
26545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
27045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
27545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
28045,DATA,32.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
28545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
29045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
29545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
30045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
30545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
31045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
31545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
32045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
32545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
33045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
33545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
34045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
34545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
35045,DATA,32.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
35545,DATA,32.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
36045,DATA,32.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
36545,DATA,32.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
37045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
37545,DATA,32.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
38045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
38545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
39045,DATA,32.7,2.1, 0, 0, 0,1000,1000,0,0,0,""
39545,DATA,32.5,-2.1, 0, 0, 0,1000,1000,0,0,0,""
40045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
40545,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
41045,DATA,32.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
