ms,type,egtC,dEgtCps,rpm,fRpm,rRpm,pumpUs,starterUs,ign,valve1,valve2,event
3974,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"BOOT SD_LOG_READY"
8015,EVENT,,, 0, 0, 0,1000,1000,0,0,0,"EV:A05_ALL_OFF"
8016,DATA,42.7,0.0, 0, 0,13200,1000,1000,0,0,0,""
8516,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
9016,DATA,42.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
9516,DATA,43.0,2.1, 0, 0, 0,1000,1000,0,0,0,""
10016,DATA,42.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
10516,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
11016,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
11516,DATA,43.0,2.1, 0, 0, 0,1000,1000,0,0,0,""
12016,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
12516,DATA,42.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
13016,DATA,42.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
13516,DATA,42.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
14016,DATA,43.0,2.1, 0, 0, 0,1000,1000,0,0,0,""
14516,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
15016,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
15516,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
16016,DATA,42.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
16516,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
17016,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
17516,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
18016,DATA,42.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
18516,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
19016,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
19516,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
20016,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
20516,DATA,42.7,-2.1, 0, 0, 0,1000,1000,0,0,0,""
21016,DATA,42.7,0.0, 0, 0, 0,1000,1000,0,0,0,""
