ms,type,mode,stage,egtC,dEgtCps,rpm,targetRpm,pumpUs,flowMlMin,fuelTargetUs,starterUs,ign,valve1,valve2,throttlePct,abortReason,event
2228,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT SD_LOG_READY"
2379,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT Test ECU V1 WebUI/TestWizard"
2593,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","WEB ON ECU_TestV1 http://192.168.4.1"
62425,EVENT,WAITING,NONE,32.0,-1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
63325,EVENT,WAITING,NONE,32.2,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
63387,EVENT,WAITING,NONE,32.2,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
63452,DATA,WAITING,NONE,32.0,-1.5, 0,0,1000,0.0,1000,1260,0,0,0,0,"NONE",""
63961,DATA,WAITING,NONE,21.5,18.9, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
64461,DATA,WAITING,NONE,21.8,-2.1, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
64961,DATA,WAITING,NONE,23.5,2.1, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
65461,DATA,WAITING,NONE,22.8,-2.1, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
65981,DATA,WAITING,NONE,23.7,0.0, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
66481,DATA,WAITING,NONE,23.3,0.0, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
66941,EVENT,WAITING,NONE,24.3,8.3, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM= 0 RNOISE=NO_SIGNAL"
79845,EVENT,WAITING,NONE,32.2,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
80105,EVENT,WAITING,NONE,32.2,1.7, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
80174,EVENT,WAITING,NONE,32.2,1.7, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
80238,DATA,WAITING,NONE,32.2,0.0, 0,0,1000,0.0,1000,1260,0,0,0,0,"NONE",""
80761,DATA,WAITING,NONE,23.0,22.3, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
81261,DATA,WAITING,NONE,22.5,3.8, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
81657,EVENT,WAITING,NONE,23.3,4.2, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE","ARMED 10s"
81761,DATA,WAITING,NONE,22.5,-6.2, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
82261,DATA,WAITING,NONE,23.5,3.2, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
82761,DATA,WAITING,NONE,23.5,1.9, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
83261,DATA,WAITING,NONE,24.0,1.7, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
83721,EVENT,WAITING,NONE,23.5,-1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM= 0 RNOISE=NO_SIGNAL"
92557,EVENT,WAITING,NONE,32.0,-1.7, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
95385,EVENT,WAITING,NONE,32.0,-1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
95453,EVENT,WAITING,NONE,32.0,-1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
95519,DATA,WAITING,NONE,32.2,1.5, 0,0,1000,0.0,1000,1260,0,0,0,0,"NONE",""
96021,DATA,WAITING,NONE,22.5,13.5, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
96521,DATA,WAITING,NONE,21.8,-2.1, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
97021,DATA,WAITING,NONE,23.3,9.6, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
97405,EVENT,WAITING,NONE,23.7,2.9, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE","ARMED 10s"
97541,DATA,WAITING,NONE,23.3,-2.3, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
97925,EVENT,WAITING,NONE,23.5,0.0, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE","TEST START PUMP_PRIME"
97998,EVENT,WAITING,NONE,23.5,0.0, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE","TEST PUMP_PRIME RUNNING - Running"
98063,DATA,WAITING,NONE,23.3,-1.4, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE",""
98601,DATA,WAITING,NONE,23.5,1.6, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE",""
99101,DATA,WAITING,NONE,23.5,0.0, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE",""
99601,DATA,WAITING,NONE,23.5,-2.0, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE",""
100061,EVENT,WAITING,NONE,23.3,0.0, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE","TEST PUMP_PRIME PASS - Pump prime completed at 1200us/2000ms"
126881,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE","MODE -> COOLDOWN"
126943,EVENT,COOLDOWN,NONE,,, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE","SOFT STOP -> COOLDOWN: SOFT_STOP"
127030,DATA,COOLDOWN,NONE,30.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
127561,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
128061,DATA,COOLDOWN,NONE,32.2,1.9, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
128561,DATA,COOLDOWN,NONE,32.0,-2.1, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
129061,DATA,COOLDOWN,NONE,32.0,-2.1, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
129561,DATA,COOLDOWN,NONE,32.0,-1.9, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
130061,DATA,COOLDOWN,NONE,32.2,1.7, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
130561,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
131061,DATA,COOLDOWN,NONE,32.0,-2.1, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
131561,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
132021,EVENT,COOLDOWN,NONE,32.2,1.7, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","MODE -> WAITING"
371325,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
373625,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST EGT PASS - EGT OK 32.0C"
375697,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
376537,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST RPM_NOISE PASS - RNOISE=NO_SIGNAL raw=0 rej=0 jit=0.0%"
378325,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
379625,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
379687,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
379759,DATA,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1260,0,0,0,0,"NONE",""
380261,DATA,WAITING,NONE,21.2,-23.6, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
380761,DATA,WAITING,NONE,22.5,6.2, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
381261,DATA,WAITING,NONE,23.3,8.3, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
381761,DATA,WAITING,NONE,23.7,5.6, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
382261,DATA,WAITING,NONE,23.3,-1.7, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
382761,DATA,WAITING,NONE,23.3,-1.9, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
383222,EVENT,WAITING,NONE,23.3,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM= 0 RNOISE=NO_SIGNAL"
507845,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
510065,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
510127,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
510192,DATA,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1260,0,0,0,0,"NONE",""
510701,DATA,WAITING,NONE,23.0,0.0, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
511201,DATA,WAITING,NONE,21.0,-6.2, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
511701,DATA,WAITING,NONE,23.0,12.5, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
512201,DATA,WAITING,NONE,23.3,1.9, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
512625,EVENT,WAITING,NONE,23.3,0.0, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE","TEST START PUMP_PRIME"
512698,EVENT,WAITING,NONE,23.3,0.0, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE","TEST PUMP_PRIME RUNNING - Running"
512770,DATA,WAITING,NONE,,, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE",""
513281,DATA,WAITING,NONE,23.5,1.6, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE",""
513781,DATA,WAITING,NONE,23.0,-1.9, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE",""
514281,DATA,WAITING,NONE,23.0,0.0, 0,0,1200,141.7,1200,1230,0,1,1,0,"NONE",""
514741,EVENT,WAITING,NONE,23.0,4.2, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE","TEST PUMP_PRIME PASS - Pump prime completed at 1200us/2000ms"
546161,EVENT,WAITING,NONE,23.7,5.6, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE","MODE -> COOLDOWN"
546229,EVENT,COOLDOWN,NONE,23.7,5.6, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE","SOFT STOP -> COOLDOWN: SOFT_STOP"
546294,DATA,COOLDOWN,NONE,26.5,11.5, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
546821,DATA,COOLDOWN,NONE,31.8,-1.9, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
547321,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
547821,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
548321,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
548821,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
549341,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
549841,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
550341,DATA,COOLDOWN,NONE,32.0,1.6, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
550841,DATA,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1100,0,0,0,0,"NONE",""
551301,EVENT,COOLDOWN,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","MODE -> WAITING"
700165,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
701905,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
701970,EVENT,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
702038,DATA,WAITING,NONE,32.0,0.0, 0,0,1000,0.0,1000,1260,0,0,0,0,"NONE",""
702561,DATA,WAITING,NONE,21.5,17.5, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
703061,DATA,WAITING,NONE,21.8,0.0, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
703561,DATA,WAITING,NONE,22.5,6.1, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
704061,DATA,WAITING,NONE,23.0,-2.1, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
704561,DATA,WAITING,NONE,23.0,0.0, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
705061,DATA,WAITING,NONE,22.5,-3.3, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
705141,EVENT,WAITING,NONE,22.5,-3.3, 0,0,1000,0.0,1000,1230,0,0,0,0,"NONE","ARMED 10s"
705522,EVENT,WAITING,NONE,22.2,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM= 0 RNOISE=NO_SIGNAL"
707185,EVENT,WAITING,NONE,32.0,1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
707805,EVENT,WAITING,NONE,31.8,-2.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
707870,EVENT,WAITING,NONE,31.8,-2.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
707938,DATA,WAITING,NONE,32.0,1.9, 0,0,1000,0.0,1000,1260,0,0,0,0,"NONE",""
