ms,type,mode,stage,egtC,dEgtCps,rpm,targetRpm,pumpUs,flowMlMin,fuelTargetUs,starterUs,ign,valve1,valve2,throttlePct,abortReason,event
1585,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT SD_LOG_READY"
1707,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT Test ECU V1 WebUI/TestWizard"
1833,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","WEB ON ECU_TestV1 http://192.168.4.1"
272542,EVENT,WAITING,NONE,,,750,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
297105,EVENT,WAITING,NONE,,,136,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST RPM_NOISE FAIL - RNOISE=NOISY raw=1 rej=0 jit=0.0%"
310345,EVENT,WAITING,NONE,,,793,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST EGT FAIL - EGT fault OPEN"
331502,EVENT,WAITING,NONE,,,1500,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
333825,EVENT,WAITING,NONE,,,750,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START VALVE_1"
333861,EVENT,WAITING,NONE,,,750,0,1000,0.0,1000,1000,0,1,0,0,"NONE","TEST VALVE_1 RUNNING - Running"
333901,DATA,WAITING,NONE,,,750,0,1000,0.0,1000,1000,0,1,0,0,"NONE",""
334421,DATA,WAITING,NONE,,,1500,0,1000,0.0,1000,1000,0,1,0,0,"NONE",""
334901,EVENT,WAITING,NONE,,,750,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST VALVE_1 PASS - Valve 1 pulse completed"
338917,EVENT,WAITING,NONE,,,300,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START VALVE_2"
338941,EVENT,WAITING,NONE,,,300,0,1000,0.0,1000,1000,0,0,1,0,"NONE","TEST VALVE_2 RUNNING - Running"
338981,DATA,WAITING,NONE,,,300,0,1000,0.0,1000,1000,0,0,1,0,"NONE",""
339501,DATA,WAITING,NONE,,,500,0,1000,0.0,1000,1000,0,0,1,0,"NONE",""
339981,EVENT,WAITING,NONE,,,171,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST VALVE_2 PASS - Valve 2 pulse completed"
353702,EVENT,WAITING,NONE,,,300,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
356557,EVENT,WAITING,NONE,,,502,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
356581,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1150,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
356621,DATA,WAITING,NONE,,, 0,0,1000,0.0,1000,1150,0,0,0,0,"NONE",""
357141,DATA,WAITING,NONE,,,750,0,1000,0.0,1000,1150,0,0,0,0,"NONE",""
357661,DATA,WAITING,NONE,,,750,0,1000,0.0,1000,1150,0,0,0,0,"NONE",""
358181,DATA,WAITING,NONE,,,750,0,1000,0.0,1000,1150,0,0,0,0,"NONE",""
358701,DATA,WAITING,NONE,,,750,0,1000,0.0,1000,1150,0,0,0,0,"NONE",""
359221,DATA,WAITING,NONE,,,500,0,1000,0.0,1000,1150,0,0,0,0,"NONE",""
359622,EVENT,WAITING,NONE,,,313,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM=313 RNOISE=CLEAN"
360357,EVENT,WAITING,NONE,,,750,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START IGN_PULSE"
360385,EVENT,WAITING,NONE,,,750,0,1000,0.0,1000,1000,1,0,0,0,"NONE","TEST IGN_PULSE RUNNING - Running"
360421,DATA,WAITING,NONE,,,750,0,1000,0.0,1000,1000,1,0,0,0,"NONE",""
360941,DATA,WAITING,NONE,,,375,0,1000,0.0,1000,1000,1,0,0,0,"NONE",""
361461,EVENT,WAITING,NONE,,,1501,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST IGN_PULSE PASS - IGN pulse completed"
