ms,type,mode,stage,egtC,dEgtCps,rpm,targetRpm,pumpUs,flowMlMin,fuelTargetUs,starterUs,ign,valve1,valve2,throttlePct,abortReason,event
2133,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT SD_LOG_READY"
2288,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT Test ECU V1 WebUI/TestWizard"
2443,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","WEB ON ECU_TestV1 http://192.168.4.1"
11686,EVENT,WAITING,NONE,32.7,0.0,1500,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
36986,EVENT,WAITING,NONE,33.2,0.0,1500,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
37926,EVENT,WAITING,NONE,33.2,0.0,285714,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
37988,EVENT,WAITING,NONE,33.2,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
38054,DATA,WAITING,NONE,33.2,0.0,9504,0,1000,0.0,1000,1260,0,0,0,0,"NONE",""
38562,DATA,WAITING,NONE,32.7,4.8,1511,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
39062,DATA,WAITING,NONE,33.0,2.1,2116,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
39562,DATA,WAITING,NONE,32.5,-2.1,90909,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
40062,DATA,WAITING,NONE,32.2,-1.9,1500,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
40562,DATA,WAITING,NONE,32.5,0.0,1500,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
41062,DATA,WAITING,NONE,32.5,-1.9,241935,0,1000,0.0,1000,1230,0,0,0,0,"NONE",""
41523,EVENT,WAITING,NONE,32.7,0.0,83916,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM=83916 RNOISE=NOISY"
