ms,type,mode,stage,egtC,dEgtCps,rpm,targetRpm,pumpUs,flowMlMin,fuelTargetUs,starterUs,ign,valve1,valve2,throttlePct,abortReason,event
2544,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT SD_LOG_READY"
2545,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","BOOT Test ECU V1 WebUI/TestWizard"
2713,EVENT,WAITING,NONE,,, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","WEB ON ECU_TestV1 http://192.168.4.1"
18364,EVENT,WAITING,NONE,32.7,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
19981,DATA,WAITING,NONE,32.7,0.0, 0,0,1210,166.3,1210,1000,0,0,1,0,"NONE",""
19905,EVENT,WAITING,NONE,32.7,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START PUMP_PRIME"
19941,EVENT,WAITING,NONE,32.7,0.0, 0,0,1210,166.3,1210,1000,0,0,1,0,"NONE","TEST PUMP_PRIME RUNNING - Running"
20481,DATA,WAITING,NONE,32.5,0.0,1500,0,1210,166.3,1210,1000,0,0,1,0,"NONE",""
20981,DATA,WAITING,NONE,32.5,0.0,1500,0,1210,166.3,1210,1000,0,0,1,0,"NONE",""
21501,EVENT,WAITING,NONE,32.5,0.0,1500,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST PUMP_PRIME PASS - Pump prime completed at 1210us"
21704,EVENT,WAITING,NONE,32.7,1.9, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
24604,EVENT,WAITING,NONE,32.7,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","ARMED 10s"
25521,DATA,WAITING,NONE,32.7,0.0,221402,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
25445,EVENT,WAITING,NONE,32.7,0.0, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST START STARTER"
25481,EVENT,WAITING,NONE,32.7,0.0, 0,0,1000,0.0,1000,1200,0,0,0,0,"NONE","TEST STARTER RUNNING - Running"
26041,DATA,WAITING,NONE,30.0,1.9,1500,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
26541,DATA,WAITING,NONE,32.7,13.6,1500,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
27061,DATA,WAITING,NONE,30.3,0.0,1501,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
27581,DATA,WAITING,NONE,29.8,-18.9,1499,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
28101,DATA,WAITING,NONE,30.3,0.0,1501,0,1000,0.0,1000,1200,0,0,0,0,"NONE",""
28521,EVENT,WAITING,NONE,30.0,-2.1, 0,0,1000,0.0,1000,1000,0,0,0,0,"NONE","TEST STARTER FAIL - RPM/RNOISE bad: RPM= 0 RNOISE=REST_NOISE"
34561,DATA,WAITING,NONE,32.7,0.0,1501,0,1210,166.3,1210,1000,0,0,1,0,"NONE",""
